Frequency(Hz),Current(A),RPM,Voltage(V),VFD_Temp(C),ApparentPower(VA),LoadFriction(A/Hz),CoolingEfficiency(C/VA),TorqueEst,State_Label
-1.5181062841812838,0.00338241373478438,-1.5182939895173553,0.01674604794977507,-0.17018230735221182,0.0038144933974076957,2.6349167725054157,0.42970849999095984,2.6443905432275434,0
0.7035563673871481,-0.4375841176148666,0.5803839161794296,0.06430878768877767,-0.5477277447928213,-0.43594608013480146,-0.5176275161181133,0.39375291315050653,-0.5212349599677054,3
-1.3174399801686512,0.00338241373478438,-1.3170509026697184,2.3948830348993644,-0.1257651970650813,0.0547274396818892,0.9630195078929376,0.43484501239673873,0.9929394155976663,0
0.7967228656787279,0.34412927886860517,0.8056970654280664,-1.0771969660470413,-0.6809790756542128,0.31374705390418917,-0.4590185714176758,-0.09079142379464812,-0.4034286927948702,1
-0.9662739481465441,-0.5979355835601938,-0.9648755006863537,0.9680008427296107,-0.8364389616591696,-0.5810479770455734,-0.012356719174342183,0.2242480037597988,-0.00890553428283797,0
1.5850547742997843,0.16373387968011158,1.596777272595191,2.1095065964654025,-0.48554379039083856,0.21510322047800623,-0.5441557752983113,0.08898651040761772,-0.5849565468858999,1
1.0332224382650446,0.20382174616644347,1.0372327358184446,-1.1247597057860168,-0.5077523455344038,0.1750092752789766,-0.49603474701795214,0.08898651040761772,-0.4730504266499347,1
-0.2997751526760147,0.18377781292327752,-0.29409736892622934,0.9204381029906081,-0.5788197219938127,0.20364780756399745,-0.2455586254560827,0.025636190736343153,-0.1634893840288287,1
-0.9089407184286491,-0.7983749159918533,-0.9073774758727432,-0.45888134944014275,-0.17018230735221182,-0.8057013525258482,-0.11908669215513874,1.0614995259017799,-0.12356505642267594,0
-0.10627550237811878,0.0635142134642818,-0.10115097693424767,-0.1259421712672057,-0.6498870984532212,0.05090896871055294,-0.32514340299667666,0.0410457279536802,-0.3522940860086646,1
1.5707214668703104,-0.3373644513990368,1.7418440174143626,-0.9820714865690632,-0.6720956535967866,-0.3563946015652991,-0.5768533970785553,0.2345210285713567,-0.5822031449820273,3
1.7785544245976797,0.0635142134642818,1.7897236645871728,0.5399361850786955,-0.689862497711639,0.07381979453856977,-0.563280799358454,-4.637129255200033e-05,-0.5456222339734341,1
-1.5969394750433892,-0.5979355835601938,-1.59735377363607,-1.4101361442199785,-0.21459941763934234,-0.6224147459017146,3.6867930958132664,0.8406294924532818,3.658035786981788,0
-1.668606012190758,-2.201450243013469,-1.669226304653083,-0.9345087468300606,-0.7920218513720391,-2.2077166108347575,3.0871310510887913,3.0476176561363366,3.073724568667109,0
-0.9304406795728598,-0.5778916503170278,-0.9308204624997689,-0.030816691789227527,1.8552379217409396,-0.5740474469314575,-0.03765110583453101,-0.6044426643725508,-0.03978296991912365,2
